|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |bv_color|
|  -39.64|   -7.97|     55595| 6.05|170.82489203|+00.13206925|   1.464|
|    1.92|   -2.01|     35712| 5.99|110.51448965|+00.17712559|  -0.069|
|   47.78|   10.71|    113610| 6.22|345.15783182|+00.18583971|   0.892|
|    0.94|  -12.89|     37614| 6.17|115.77257360|+00.18936449|   1.047|
|   -2.64|   -8.79|     90441| 5.20|276.80212484|+00.19612982|   0.487|
|   65.55|   -6.01|     17805| 5.91|057.16215134|+00.22787124|   1.224|
|   12.46|  -10.38|     95812| 6.25|292.32508068|+00.24610506|   1.317|
|  -51.92|  -52.15|     11687| 6.00|037.68847239|+00.25587583|   0.168|
|   42.37|  -13.20|     97980| 5.60|298.68655124|+00.27365959|   0.098|
|   71.80|   11.28|    115476| 6.33|350.88293700|+00.29129760|   1.583|
|    2.90|   -8.25|     30717| 5.19|096.80733207|+00.29926632|   1.186|
|   14.44|   -2.53|     12387| 4.08|039.87061789|+00.32851680|  -0.212|
|  -64.73|   19.86|     85537| 5.41|262.20705273|+00.33057703|   0.237|
|   12.30|   27.76|     26762| 5.93|085.27328514|+00.33768602|   0.311|
|   -0.86|   -2.30|     95585| 4.64|291.62954029|+00.33857566|   0.576|
|   16.97|    9.21|     94913| 6.40|289.71222480|+00.33900138|   1.050|
| -107.26|   12.83|     74689| 5.62|228.95474940|+00.37210753|   0.181|
|  -37.38|  -12.41|     70022| 6.18|214.92071957|+00.38436366|   0.201|
|  -13.41|   -6.81|     11021| 5.29|035.48597927|+00.39569203|   1.648|
| -232.69| -482.00|     16852| 4.29|054.21882896|+00.40283316|   0.575|
|   11.81|  -62.98|    103414| 6.06|314.29404317|+00.46393242|   1.217|
|   -0.49|   -4.89|     22840| 5.98|073.71128549|+00.46717846|  -0.116|
|  103.00|  -19.44|    101936| 5.15|309.85346440|+00.48649190|   1.060|
|   -7.48|   -5.04|     31992| 5.79|100.27268782|+00.49533540|  -0.094|
|    2.33|    0.04|     25378| 6.18|081.44590528|+00.52024371|  -0.178|
|  -65.45|   29.65|     58445| 6.18|179.76406511|+00.53060794|   1.257|
|   50.00|   13.84|    105819| 6.45|321.46481241|+00.53430605|   0.162|
|  -41.83|    2.94|     58002| 6.31|178.45959018|+00.55210721|   0.207|
|  -15.59|    2.41|     28296| 5.21|089.70658741|+00.55297359|   0.009|
|    9.14|  -17.69|     24377| 6.33|078.44687015|+00.56046647|   1.463|
|  -32.98| -163.45|     16846| 5.82|054.19711994|+00.58815498|   0.885|
|    7.14|  -11.60|    108691| 5.60|330.27087929|+00.60474348|   1.279|
|   20.25|   -2.03|     88148| 6.36|270.06525642|+00.62948791|   0.160|
|    6.97|  -67.95|     80693| 5.41|247.14157201|+00.66516717|   1.461|
|   -3.72|   -0.36|     87812| 5.82|269.07667921|+00.67035571|   0.058|
|   38.32|  -49.85|     35751| 6.43|110.61790366|+00.70095228|   0.995|
|  -15.67| -335.11|     83601| 6.00|256.32011831|+00.70337361|   0.578|
|  -42.48| -104.14|     75119| 5.35|230.25842001|+00.71558981|   1.191|
|  -39.85|   -7.92|     72154| 5.68|221.37595224|+00.71729003|  -0.021|
|    4.84|  -22.75|     23408| 5.91|075.45979252|+00.72216704|   1.267|
|  103.00|   -3.41|     53423| 5.91|163.92640433|+00.73693069|   0.425|
|   15.70|    7.26|     70894| 5.96|217.46045655|+00.82891135|   0.159|
|   13.75|  -15.77|     92386| 6.24|282.40493577|+00.83623568|   0.041|
|    2.10|  -19.81|     99585| 6.25|303.14634666|+00.86710230|   0.042|
|   -3.36|   -2.33|     31446| 5.78|098.81595606|+00.89022204|   0.004|
|   11.80|   -4.39|     77186| 6.32|236.41458802|+00.89104971|   1.195|
|   -5.10|  -92.18|     15800| 6.47|050.90128167|+00.91031067|   1.154|
|   35.04|  -17.46|     74895| 6.50|229.59424244|+00.93945188|   1.600|
|   90.06|  -67.66|    113521| 5.43|344.86417726|+00.96309154|   0.982|
|   -2.90|    0.01|     27939| 5.99|088.68349348|+00.96861499|   1.328|
|   -4.91|   -5.34|     21515| 5.32|069.30698431|+00.99832711|  -0.107|
|   -0.95|   -2.96|     32682| 6.16|102.26523768|+01.00207185|  -0.134|
|    6.94|   -7.30|     97804| 3.87|298.11818257|+01.00567827|   0.630|
|   -3.84|    6.63|     82037| 6.02|251.37365324|+01.02014536|  -0.012|
|    2.61|   -3.83|     53141| 6.37|163.05704676|+01.02498206|   0.087|
| -156.01|   48.09|     80179| 4.82|245.51850007|+01.02892219|   0.338|
|    0.95|  -11.12|     24203| 5.88|077.93896000|+01.03705465|   0.662|
|  -28.09|   13.65|     68092| 5.90|209.11622242|+01.05054828|   0.217|
|   20.32|    5.48|    113167| 6.11|343.74780883|+01.06489117|   0.192|
|    7.93|    5.49|    100664| 6.14|306.15622323|+01.06839246|  -0.036|
|   -0.25|  -26.32|    117491| 5.77|357.36448204|+01.07619547|   0.167|
|   11.24|   17.87|     94885| 5.10|289.63537019|+01.08508548|   1.143|
|  110.49| -161.72|    105864| 6.12|321.61661904|+01.10375193|   0.481|
|   46.55|  -31.92|    115768| 6.26|351.81152185|+01.12268705|   1.013|
| -164.71|    2.90|     38870| 6.35|119.31829276|+01.12702230|   0.507|
|  -80.05| -141.79|     27253| 5.95|086.64566124|+01.16853796|   0.773|
|   -6.51|   30.36|     29746| 6.37|093.97490252|+01.16900467|   0.443|
|    3.88|   -3.81|     23680| 6.10|076.34880992|+01.17763581|   3.332|
| -101.96|   53.42|     81734| 5.74|250.42725289|+01.18110145|   0.336|
|   -4.39|  -15.73|     84500| 5.89|259.13216019|+01.21058377|   0.023|
|  -17.20|  -14.02|     82480| 5.51|252.85391115|+01.21598136|   0.055|
|  -23.35|    1.31|     28232| 6.22|089.47711006|+01.22430693|   1.461|
|  223.66| -477.48|     70319| 6.25|215.81314273|+01.24272950|   0.639|
|  -13.36|  -16.04|     81691| 6.40|250.31975652|+01.24548334|   1.019|
|   85.60|  -94.43|    115738| 4.95|351.73293881|+01.25583758|   0.036|
|   -5.89|   -8.31|    107144| 5.66|325.54214706|+01.28527344|   1.446|
|   -0.25|    1.11|     25582| 6.41|082.00612814|+01.29824815|  -0.173|
|  -32.72|  -14.91|     87491| 5.91|268.14776351|+01.30504981|   1.573|
|   15.43|  -13.61|     88290| 4.42|270.43828967|+01.30510936|   0.046|
|   34.34|  -21.23|    114005| 6.39|346.32338622|+01.30717903|   0.928|
|  -47.76|  -23.21|    116422| 6.47|353.86919175|+01.31319815|   1.151|
| -128.36|   31.08|     69340| 6.42|212.88032541|+01.36232319|   0.479|
|  122.42|  -40.69|      4979| 6.06|015.95398626|+01.36694516|   0.271|
|    5.66|  -20.10|    100672| 6.41|306.17397508|+01.36861212|   1.605|
|   18.38|    3.35|    110672| 4.80|336.31921857|+01.37739245|  -0.171|
|   16.51|   67.66|     98385| 6.17|299.84430859|+01.37753175|   1.129|
|   17.66|  -21.97|     20884| 5.53|067.13378878|+01.38087416|  -0.099|
|  -16.47|    0.70|     55650| 5.39|171.00973642|+01.40776375|   0.938|
|  -11.02|  -15.91|     44738| 6.16|136.74977358|+01.46273239|   1.648|
|  -55.34|  -14.85|     26885| 4.90|085.61943491|+01.47466498|   1.144|
|  -16.09|   -1.26|     79834| 6.50|244.43069384|+01.49671673|   1.128|
| -110.47|  -53.03|    103892| 6.24|315.76286878|+01.53219038|   0.479|
|   17.41|  -21.20|     68520| 4.23|210.41159648|+01.54458338|   0.121|
|   -5.37|    9.84|     23419| 6.45|075.50011262|+01.60884108|  -0.050|
|    0.12|   -2.41|     31766| 6.23|099.65911442|+01.61352424|   0.086|
|  -38.19|  -55.95|     55249| 5.90|169.72908955|+01.65053072|   1.040|
|   90.04|    9.15|      1421| 6.19|004.44852220|+01.68870485|   0.937|
|   -1.59|   -7.93|     23123| 4.47|074.63709525|+01.71403506|   1.369|
|   65.45|  -44.78|      6432| 6.21|020.65381169|+01.72644123|   1.482|
|  365.99|  371.16|     10723| 5.60|034.50510951|+01.75689975|   0.588|
|  740.96| -271.18|     57757| 3.59|177.67202553|+01.76537705|   0.518|
|  373.24| -513.64|     74975| 5.04|229.82741626|+01.76665611|   0.540|
|  -13.97|   -3.78|     38373| 5.12|117.92498666|+01.76687765|  -0.116|
| -129.55| -154.87|    116928| 4.49|355.51200741|+01.78041720|   0.200|
|  -54.69|  -41.20|     47960| 5.65|146.59851244|+01.78568624|   0.342|
|    1.64|   -0.34|     25751| 5.77|082.47822116|+01.78926104|  -0.192|
|   23.71|  -68.65|     93580| 5.82|285.88432906|+01.81893472|   0.182|
|   13.22|  -11.36|    106544| 6.41|323.67817151|+01.82918895|   1.398|
|    6.01|   -7.83|     28271| 5.89|089.60182982|+01.83712742|   0.223|
|  -84.56|  -33.48|     75761| 5.15|232.15952692|+01.84216258|   0.245|
|    0.12|   -0.60|     25302| 4.89|081.18677704|+01.84644611|  -0.200|
|  158.44|  190.44|      8998| 6.01|028.97391411|+01.84951901|   0.549|
|  -79.51|  -17.47|     61658| 5.68|189.59355028|+01.85470456|   1.592|
|   -7.09|   -9.91|     27750| 4.76|088.11017813|+01.85515790|   1.382|
|   28.61|    9.55|     20848| 6.14|067.01508838|+01.85858198|   1.018|
|   26.17|   -0.68|     14315| 6.05|046.15854814|+01.86360560|   1.045|
|  -21.01|  -36.05|     46840| 6.11|143.17252720|+01.86423899|   0.614|
| -116.04|  -21.75|     72220| 3.73|221.56246594|+01.89293830|  -0.005|
|   42.12| -180.44|     59285| 5.95|182.42202206|+01.89832789|   1.120|
|   -6.72|  -15.28|     30798| 6.48|097.06987797|+01.91271649|  -0.064|
|   -2.12|   -0.56|     36641| 5.24|113.02479230|+01.91448227|   0.230|
|   -0.06|   -6.25|     88522| 6.14|271.15565500|+01.91900710|  -0.056|
|  -14.33|  -12.89|      2006| 5.77|006.35090309|+01.93972374|   0.855|
|  -10.86|   -6.61|     24607| 6.42|079.17102659|+01.94734447|  -0.015|
|   -0.51|  -33.35|     95793| 5.79|292.25411887|+01.95052861|   0.088|
| -383.06|  -85.67|     54336| 5.52|166.72679525|+01.95573365|   0.955|
|   -0.75|  -14.22|     11474| 6.45|036.99970001|+01.96088039|   0.971|
|   -7.40|   77.12|     87224| 6.44|267.32936550|+01.96122606|   1.236|
|    6.06|   -0.05|     24349| 6.08|078.38147220|+01.96768435|   0.421|
|  -31.37|  -73.00|     80883| 3.82|247.72850509|+01.98410056|   0.022|
|  143.39| -432.84|      5315| 6.44|016.99825172|+01.99409389|   0.847|
|   55.10| -142.89|     55137| 5.18|169.32236746|+02.01090315|   1.511|
|    0.51|   -6.94|     27588| 5.97|087.62510583|+02.02471682|   0.953|
|   45.38|  -22.53|     86391| 6.25|264.78532668|+02.02810485|   1.021|
|    2.70|  -28.20|     94833| 6.19|289.45076722|+02.03179581|   0.019|
|    8.80|  -15.06|     91975| 5.02|281.20805403|+02.06007487|  -0.055|
|  -11.00|  -15.19|     82162| 6.07|251.79066579|+02.06456336|   0.140|
|   73.76|  -61.95|     20771| 6.23|066.75273055|+02.07955980|   1.087|
|  -61.27|  -52.40|     65198| 5.69|200.42366137|+02.08737060|   0.045|
|   14.02|  -10.90|    117774| 6.29|358.26978730|+02.09065153|  -0.003|
|  -55.93|   12.94|     73620| 4.39|225.72529160|+02.09127129|   1.026|
| -104.50|   62.11|    116495| 5.68|354.09727881|+02.10207138|   0.449|
|  -21.42|  -16.40|     41299| 5.74|126.39812618|+02.10224935|   1.528|
|  137.43|  108.99|    114273| 5.42|347.17017174|+02.12761798|   0.908|
|   29.89|    1.24|    101339| 6.47|308.08498217|+02.13280461|   1.514|
|   23.85|   23.26|     84780| 6.43|259.94370698|+02.13948284|   1.487|
|   11.32|  -17.03|     84479| 6.17|259.05939112|+02.18624365|   0.235|
|   30.15|  -47.62|     77578| 5.21|237.57303895|+02.19662489|   1.019|
|    8.81|  -35.15|    117445| 6.47|357.20566896|+02.21449865|   0.461|
| -162.54|   99.28|     38962| 5.30|119.58644862|+02.22452544|   0.933|
|  -32.70|  -84.17|    106944| 5.10|324.88868707|+02.24376298|   1.034|
|   22.75|  -10.40|     11738| 5.27|037.87534312|+02.26720689|   1.271|
|  -15.90|  -26.84|     30217| 6.30|095.35741582|+02.26858774|   0.251|
|   94.64|  -66.08|    104048| 6.34|316.18883324|+02.26993181|   0.965|
|  -36.69|  -73.18|     71510| 6.45|219.36870503|+02.27741561|   0.560|
|    5.78|   -2.58|     94477| 5.14|288.42791464|+02.29371370|  -0.071|
|  -38.82|    0.90|     68776| 6.28|211.15604081|+02.29752929|   1.022|
|  112.57| -306.07|     45336| 3.89|138.59080529|+02.31502422|  -0.060|
|  -28.04|  105.49|     39311| 4.39|120.56647202|+02.33431429|   1.252|
|    5.87|   -2.02|     25505| 6.36|081.81415869|+02.34120488|   0.965|
|   20.93|  -16.42|     80558| 6.06|246.70859435|+02.34798373|   0.919|
|   -0.30|   -1.01|     25288| 6.33|081.15042015|+02.35316729|  -0.145|
|   44.22|  -22.16|     50939| 6.33|156.05479557|+02.36807198|   0.991|
|   -6.83|  -28.61|     89527| 6.10|274.02323196|+02.37758611|   1.550|
|   -1.39|  -11.19|     89347| 6.43|273.46758969|+02.39349229|   1.545|
|  -18.14|   -8.60|     37705| 6.46|116.03185066|+02.40544316|   0.211|
|  -44.67|  -26.10|     69389| 4.99|213.06596003|+02.40949613|  -0.118|
|  -12.97|  -12.36|     32578| 4.48|101.96523679|+02.41218914|   1.099|
|    1.43|    0.23|     22797| 3.71|073.56289850|+02.44067149|  -0.179|
|   -8.69|  -15.94|      5510| 5.97|017.63982219|+02.44570842|   1.491|
| -185.01|   95.35|     48414| 6.02|148.05112987|+02.45389890|  -0.040|
|   12.82|   -5.61|     92968| 6.14|284.10665456|+02.47120367|   0.961|
|  -48.56|  -23.87|     52584| 6.27|161.28952021|+02.48802834|   1.212|
|   22.92|  -15.94|     56388| 6.49|173.40138864|+02.49907231|   1.601|
|   -1.75|  -14.17|     29151| 5.70|092.24126844|+02.49972675|   0.067|
|  124.56| -962.66|     88601| 4.03|271.36338682|+02.50243928|   0.860|
|   29.67|  -16.40|     22730| 5.33|073.34481369|+02.50826491|   1.632|
|  -44.96| -144.73|     77052| 5.86|236.00769128|+02.51552506|   0.684|
|   -4.70|  -12.53|     93051| 5.56|284.31913909|+02.53537680|   0.004|
|   31.60|   20.48|     24960| 6.43|080.18226466|+02.54473026|   1.041|
|    7.21|   13.64|     86831| 6.16|266.14203543|+02.57940751|   0.131|
|  -18.14|  -53.30|     24817| 5.34|079.79678985|+02.59593601|   0.412|
|   -2.20|  -39.94|     30906| 6.17|097.31172004|+02.64629152|   1.539|
|    6.28|   -2.83|    107575| 5.63|326.80815996|+02.68613092|   0.012|
|  -39.41|  -49.44|     31672| 6.17|099.41812228|+02.70427865|   1.080|
|  -23.15|  -75.12|     87108| 3.75|266.97322515|+02.70745875|   0.043|
|  -19.25|   19.22|     85749| 5.57|262.83893822|+02.72446012|   0.844|
|   -2.18|  -10.75|     35476| 5.90|109.84321714|+02.74071985|   1.069|
|   -1.50|    3.80|     42142| 6.35|128.85398701|+02.74344025|   1.023|
|   13.18|   12.15|     10273| 6.49|033.06566579|+02.74552179|   1.039|
|   33.29|   -0.42|      9487| 3.82|030.51166929|+02.76376048|   0.024|
|  149.52| -125.67|     18993| 5.36|061.04078184|+02.82725258|   0.505|
|   17.32|  -10.41|     55945| 4.95|171.98429124|+02.85629071|   1.000|
|    3.05|    4.94|     24331| 4.46|078.32283171|+02.86125346|   1.166|
|    6.39|  -10.38|     80610| 6.35|246.88444640|+02.87065873|   1.638|
|    2.26|   -1.20|     95898| 6.08|292.54389021|+02.90407568|   1.820|
|  -43.38|   13.01|     30728| 5.55|096.83531772|+02.90825624|   1.035|
|   11.26|   53.24|     96351| 6.37|293.85469016|+02.91347598|   0.414|
|    2.66|  -15.24|     95732| 5.84|292.08665305|+02.93006720|  -0.003|
|   14.69|  -14.42|    117683| 5.59|357.99095935|+02.93041943|   1.527|
|    0.41|   -8.22|     88192| 3.93|270.16131466|+02.93158759|   0.029|
|   38.93|    3.70|    100969| 6.20|307.06986982|+02.93715202|   0.899|
|   12.37|    5.77|    104041| 6.41|316.17346969|+02.94226021|   1.051|
|  -62.29|  -11.23|     65119| 6.26|200.17335581|+02.94231688|   0.102|
|   20.44|   33.59|    104481| 6.44|317.49273258|+02.94359966|   0.375|
|    5.06|  -83.58|    113622| 5.85|345.17873968|+03.01200821|   1.343|
| -726.28|  181.91|     55846| 6.49|171.69060734|+03.01265989|   0.778|
|    9.28|   -9.25|     32177| 6.18|100.77753650|+03.03382319|   1.366|
|    4.19|  -29.65|     32931| 6.37|102.91405812|+03.04206333|   0.052|
|  -36.59|   20.08|     62757| 6.02|192.90379424|+03.05673901|   1.288|
|  -36.61|    8.32|     17103| 5.55|054.96309860|+03.05684307|   0.931|
| -181.62| -102.66|     56445| 5.76|173.59189996|+03.06041500|   0.480|
|    0.34|   -1.11|     25473| 4.59|081.70928405|+03.09567718|  -0.199|
|  231.21| -255.20|      9353| 5.89|030.03760293|+03.09763527|   0.610|
|   -5.21|   -3.01|     34987| 5.36|108.58360689|+03.11142128|   1.193|
|  253.06|   80.67|     95501| 3.36|291.37396941|+03.11457923|   0.319|
|   13.68| -193.49|     89000| 5.67|272.47502296|+03.12029682|   0.490|
|   90.32|  -60.23|      2954| 6.43|009.37682692|+03.13549746|   1.339|
|   23.69|   23.90|      8833| 4.61|028.38890233|+03.18747844|   0.928|
|  -73.63|  -93.76|     49329| 6.43|151.03531426|+03.20128263|   0.398|
|   60.22|  -52.32|     27902| 6.30|088.56551372|+03.22576839|   1.283|
| -146.43| -145.27|     12706| 3.47|040.82551897|+03.23617162|   0.093|
|   -2.39|    7.27|     16226| 6.41|052.26585232|+03.24868660|   0.790|
|   57.66|  -29.54|     38300| 6.17|117.69733913|+03.27732483|   1.106|
|   49.07|  -79.02|     38406| 6.30|118.02983762|+03.27753363|   1.464|
|  760.35|   17.96|    114971| 3.70|349.28955677|+03.28224524|   0.916|
|  -29.08|  -11.21|     61637| 6.33|189.51847183|+03.28247137|   0.000|
|  -15.73|   42.84|     36723| 5.59|113.29864650|+03.29027472|   0.321|
|    1.28|   -0.89|     25861| 5.46|082.81054942|+03.29213510|  -0.176|
|   37.66|    9.71|    102631| 6.38|311.94939860|+03.30644316|  -0.013|
| -293.82|  -62.85|     60172| 4.97|185.08813566|+03.31272688|   1.172|
|  -50.92|  -60.89|     19434| 6.49|062.42931953|+03.32284490|   0.443|
|   18.87|   -5.34|     89065| 5.50|272.66786991|+03.32426855|   1.204|
|  -49.98|  -24.78|     69614| 6.41|213.72103315|+03.33593802|   1.600|
|  -19.03|  -16.29|     42402| 4.45|129.68936993|+03.34147477|   1.216|
|  268.88|   93.53|     15457| 4.84|049.83974536|+03.36997055|   0.681|
|   -3.19|   -4.53|     36812| 5.83|113.56622524|+03.37173632|  -0.018|
|    1.71|    8.45|     89918| 4.85|275.21692548|+03.37714467|   0.911|
|    1.30|    0.22|     96630| 6.36|294.70412852|+03.38152187|   0.001|
|   22.13|  -63.64|      3992| 6.39|012.82629635|+03.38517465|   1.069|
| -471.44|  -52.81|     63090| 3.39|193.90201366|+03.39759862|   1.571|
|  -19.14|   -1.29|     42799| 4.30|130.80619315|+03.39866539|  -0.192|
|   34.89|    7.94|     12318| 6.21|039.65326455|+03.44318549|   0.999|
|   13.17|    1.39|     95929| 6.09|292.63797828|+03.44440006|  -0.019|
|  -36.32|   12.17|     79120| 5.93|242.24541959|+03.45444515|   1.471|
|  -35.00|  -25.00|    117245| 4.95|356.59807048|+03.48687164|   2.508|
|   32.33|  -52.74|    113705| 6.44|345.43150931|+03.53103820|   0.970|
| -294.22|  -72.88|     66936| 5.35|205.76618427|+03.53807968|   1.091|
|   -2.00|    1.80|     25142| 4.99|080.70833880|+03.54444809|  -0.096|
|   -8.93|   -2.11|     62443| 6.42|191.96423902|+03.57272118|   1.596|
|   -1.25|  -15.39|     22354| 6.04|072.18594025|+03.58856374|   1.200|
|   -3.59|   -3.65|     33603| 5.96|104.73761182|+03.60236429|   1.056|
|  -48.38|  -22.37|      6061| 5.13|019.44993370|+03.61452038|   0.071|
|   15.66|  -16.24|     53807| 4.84|165.14016441|+03.61753351|   1.144|
|   -2.20|  -20.11|     37478| 5.95|115.39648613|+03.62482750|  -0.032|
|  -19.36|   -8.36|     58510| 5.36|179.98718202|+03.65521716|  -0.001|
|   43.89|  -24.03|     66200| 4.92|203.53293870|+03.65902506|   0.029|
|    9.22|    3.24|     90858| 6.41|278.02867924|+03.65959509|  -0.025|
|   56.05|  -25.17|     15619| 5.70|050.27821082|+03.67568149|   0.964|
|   -9.17|   17.68|      8404| 5.91|027.10843265|+03.68540364|   0.970|
|   -1.97|   -8.09|     90487| 6.07|276.95967451|+03.74858969|   1.610|
|    1.61|   -9.56|     30382| 6.41|095.82704150|+03.76451254|  -0.149|
|  -29.35|  -15.82|     26126| 5.32|083.56995870|+03.76693355|   0.051|
|   94.78|   50.31|    104202| 6.48|316.66577859|+03.80299636|   0.880|
|   14.59|    7.04|     87150| 6.22|267.08430782|+03.80419752|   0.135|
|   67.60|   31.69|    113360| 6.28|344.38651971|+03.81016446|   1.122|
|   12.86|  -10.13|    113889| 4.48|345.96919380|+03.82006998|  -0.115|
|  -83.06|  -34.72|     55791| 6.35|171.45876249|+03.86019417|   0.345|
|  -50.77|   -4.70|     45167| 6.14|138.05379452|+03.86698952|  -0.010|
|   -0.60|   -2.88|     32226| 5.88|100.91102453|+03.93253483|  -0.046|
|   26.42|  -22.09|     40818| 6.04|124.95770100|+03.94808579|   0.964|
|   50.07|   -4.47|     88964| 5.71|272.39110031|+03.99328654|   0.363|
|  -11.00|  -34.02|     27118| 6.09|086.25749324|+04.00819399|   0.320|
|   -1.62|  -12.18|     25011| 6.49|080.33044910|+04.01197792|  -0.089|
|   -5.62|   -6.14|     97709| 6.47|297.86184303|+04.08864671|   1.345|
|  -11.81|  -78.76|     14135| 2.54|045.56991279|+04.08992539|   1.630|
|    0.76|    0.07|     26594| 4.50|084.79644123|+04.12146667|  -0.098|
|    1.25|    7.09|     85355| 4.34|261.62866503|+04.14034239|   1.480|
|    0.28|   -2.38|     28814| 5.63|091.24316628|+04.15867686|   1.041|
|   52.42|   31.17|     92951| 4.98|284.06088696|+04.20205672|   0.204|
|   37.69|   26.98|     92946| 4.62|284.05483475|+04.20352956|   0.161|
|   17.38|  -25.34|     25785| 6.21|082.58297186|+04.20485626|   1.280|
|   -0.23|  -10.70|     81641| 5.77|250.16119601|+04.21981484|  -0.004|
|    1.05|   -1.81|     43902| 6.13|134.15432348|+04.23658550|   1.001|
|   -4.94|   14.28|     92254| 6.20|282.01111795|+04.24138735|   1.509|
| -113.43| -150.28|    103569| 5.30|314.76892895|+04.29384672|   0.464|
| -113.43| -150.28|    103571| 5.24|314.77157032|+04.29497561|   0.457|
|  -15.01|   -6.30|     42854| 6.37|130.99911135|+04.33457298|  -0.040|
| -150.10|  -50.91|     48273| 6.24|147.62570398|+04.34377417|   0.479|
|   16.70|    5.64|     14143| 5.62|045.59378383|+04.35287042|  -0.107|
|    1.78|  -12.95|     88149| 4.79|270.06582324|+04.36864674|  -0.100|
|   22.87|  -16.01|     20698| 6.37|066.50556292|+04.37348976|   1.078|
|  286.36|   52.92|    110785| 5.76|336.65507484|+04.39363758|   0.519|
|    7.86|  -38.28|     27560| 5.96|087.55441800|+04.42349901|   1.361|
|  -43.01|   75.24|     78442| 5.82|240.21316189|+04.42718026|   1.003|
|  -18.89| -151.08|    111062| 5.51|337.49145207|+04.43205725|   0.385|
|  -15.07|   48.39|     38303| 6.49|117.71294838|+04.45939601|   0.944|
|  127.98|   61.87|     77622| 3.71|237.70371344|+04.47757980|   0.147|
|   -6.42|   -7.32|     38794| 6.16|119.09962936|+04.48558456|   0.957|
|   20.77|   24.44|     13756| 6.15|044.26901296|+04.50097062|   1.623|
|   60.96|   11.26|    103301| 6.04|313.91934351|+04.53269568|   0.824|
|  -40.67|  158.80|     86742| 2.76|265.86823714|+04.56691684|   1.168|
|    1.17|   -4.75|     73350| 5.91|224.84631129|+04.56777277|   1.615|
|  -40.72|  -51.16|     99894| 6.44|304.02511695|+04.58091965|   0.867|
|  -20.88|   10.75|     30419| 4.39|095.94207368|+04.59283881|   0.215|
|  -48.72|   -4.37|     50027| 5.77|153.20163836|+04.61469047|   1.178|
| -165.45|  -49.93|     47310| 4.68|144.61410460|+04.64941422|   1.310|
|   43.63|  -77.43|     42981| 6.45|131.39516396|+04.66456464|   1.228|
|   77.29| -307.36|    110882| 4.78|336.96448769|+04.69641070|   1.039|
|   69.35|  -41.63|     12862| 6.04|041.33694010|+04.71173043|   0.312|
|   19.69|  -32.96|     52452| 5.77|160.83711787|+04.74774961|   1.168|
|  -14.30|   -6.17|     42008| 5.89|128.43119460|+04.75701524|   1.066|
|    1.14|  -12.70|     70949| 6.01|217.68911903|+04.77231676|   1.421|
|   14.77|  -10.42|     94727| 5.59|289.12926242|+04.83482079|   0.101|
|  -35.56|    1.57|     31159| 5.88|098.08010878|+04.85599529|   0.997|
|  -32.14|   18.55|     39213| 5.65|120.30795569|+04.87977849|   0.013|
|   -6.83|   -2.56|     15807| 6.37|050.91247448|+04.88211155|   0.851|
|    4.79|   -8.79|    101489| 6.42|308.49967349|+04.89868547|   1.016|
|   -9.97|   -2.75|     68707| 6.24|210.98234323|+04.90097991|   0.406|
|   11.75| -119.26|      5141| 6.35|016.45509251|+04.90866194|   0.383|
|  -16.25|   -6.74|     34338| 6.10|106.77700298|+04.91059836|  -0.129|
|   30.70|  -29.84|     91142| 6.47|278.90198202|+04.93606108|   0.075|
|  -23.06|    3.91|     74649| 5.32|228.79736045|+04.93935226|   1.092|
|  -23.34|  -16.04|     37634| 6.50|115.83835851|+04.94580067|   1.356|
|   -0.12|    1.31|     31697| 6.14|099.46960090|+04.95666675|   0.091|
|  -38.08|   17.25|     78685| 6.07|240.94047189|+04.98679189|   0.960|
|   36.31|   -5.11|     79488| 5.46|243.31420074|+05.02109890|   1.472|
|  101.60|  101.19|    109068| 4.86|331.41954990|+05.05828453|   1.443|
|  -18.97|  -11.01|     44659| 4.99|136.49324097|+05.09234249|   1.189|
| -189.37|  171.18|     29860| 5.70|094.31770235|+05.09969578|   0.610|
|  -69.02|  -35.55|     65241| 5.89|200.54054052|+05.15485074|   0.109|
|   -7.01|    8.74|     24450| 5.50|078.68355139|+05.15612934|   1.369|
| -716.57|-1034.58|     37279| 0.40|114.82724194|+05.22750767|   0.432|
|  -21.75|  -38.74|     82216| 5.22|251.94346342|+05.24684013|  -0.001|
|   59.63|  -94.33|    104987| 3.92|318.95581976|+05.24807390|   0.549|
|    1.74|    2.02|     91499| 6.36|279.90364920|+05.26428186|   0.800|
|   -7.77|  -12.50|     81404| 6.48|249.39068306|+05.27755599|   1.150|
|  758.04|-1141.22|      3765| 5.74|012.09388786|+05.28338873|   0.890|
| -166.57|  -53.15|     60353| 6.46|185.63390170|+05.30557355|   0.567|
|  -30.42|   16.63|     25205| 6.34|080.87951408|+05.32304571|   0.123|
|   43.23|   19.71|     14104| 6.24|045.46782491|+05.33610360|   1.041|
|   -1.92|   -7.87|     43570| 6.34|133.10076514|+05.34032996|   0.122|
|  -26.89|  -37.12|    100541| 5.30|305.79462251|+05.34307747|   0.983|
|   78.53|  -59.35|    115227| 5.05|350.08557117|+05.38145156|   1.204|
|    2.08|   -3.78|     96665| 5.18|294.79850093|+05.39778241|  -0.001|
|  -18.89|  -13.98|     22923| 6.50|073.99317516|+05.39905815|   0.025|
|  114.15|    6.17|     21152| 6.37|068.01975915|+05.41001999|   0.420|
