|pm_ra   |pm_dec  |hip_number|vmag |ra_deg      |dec_deg     |bv_color|
|   -7.96|   -0.18|     28812| 5.67|091.24244795|+05.41997005|   1.047|
|    1.23|   -5.40|     18957| 5.32|060.93584928|+05.43563754|  -0.080|
|   -3.12|   -8.05|     89977| 6.14|275.36834467|+05.43574551|  -0.048|
|   27.17|   -3.19|     77163| 5.57|236.34778279|+05.44732255|   0.035|
|   -5.11|  -23.67|     96204| 6.35|293.44180953|+05.46576513|   1.471|
|  -96.41|  -10.12|     45150| 6.34|137.98204681|+05.46865324|   0.328|
|   -7.16|   10.00|     64852| 4.78|199.40119538|+05.46984502|   1.638|
|  -20.41|   -6.33|     34789| 6.15|108.03126799|+05.47436198|   1.142|
|  -22.73|    3.61|      7884| 4.45|025.35794814|+05.48760445|   1.347|
|   10.42|    0.71|     67545| 6.00|207.60280332|+05.49722180|   0.899|
|   -0.71|  -22.01|     74026| 6.16|226.91801634|+05.49808887|   0.921|
|   15.54|    1.96|     92027| 5.82|281.36814952|+05.50012301|   0.041|
|   14.15|    0.49|    104031| 5.63|316.14434879|+05.50286035|   1.650|
|    7.51|  -13.44|     94478| 6.47|288.43342490|+05.51563787|   0.100|
|   15.55|   -0.41|     81007| 5.63|248.14865065|+05.52122134|  -0.044|
|  146.86|    5.00|     19554| 5.71|062.83414887|+05.52303505|   0.360|
|   43.16|    1.02|    102833| 6.20|312.49613207|+05.54455718|   0.986|
| -149.01|  -83.08|     58809| 6.39|180.93554059|+05.55795197|   0.476|
|  -15.58|   -7.77|     21295| 5.67|068.53448353|+05.56863495|   0.055|
|  -28.89|  -22.76|     12093| 4.87|038.96870420|+05.59330163|   0.880|
|   -3.62|    1.03|     22549| 3.68|072.80152507|+05.60510146|  -0.157|
|  -33.02|  -16.29|     49530| 6.20|151.69768400|+05.61153274|   0.939|
|  376.32| -437.00|    116771| 4.13|354.98675133|+05.62735374|   0.507|
|  -29.30|   -3.92|     44315| 6.08|135.38084948|+05.64099518|   1.111|
| -248.40| -165.49|      5346| 5.51|017.09309979|+05.65022130|   0.334|
|  -12.25|   -5.19|     34768| 6.07|107.96412663|+05.65471549|  -0.016|
|   29.08|  -16.31|      5074| 6.03|016.21925150|+05.65630133|   1.525|
|   11.21|   -5.78|    107151| 5.30|325.56435406|+05.68015144|   1.653|
|    2.52|   -3.76|     42931| 6.13|131.25532956|+05.68059675|   0.200|
|  -70.27|   -6.99|     42313| 4.14|129.41419739|+05.70379868|   0.003|
|  112.64|   28.64|    106856| 5.66|324.63280732|+05.77167281|   0.265|
|   20.33|    2.10|    110298| 5.37|335.11485393|+05.78949288|  -0.037|
| -159.75|   18.33|     59309| 5.72|182.51463175|+05.80696343|   0.352|
|  -77.91|    6.49|     70400| 5.10|216.04745973|+05.82011481|   0.124|
|  -17.51|  -29.79|     43234| 4.35|132.10825351|+05.83788486|  -0.044|
| -108.76|   27.66|     37031| 5.89|114.14487545|+05.86210427|   0.602|
|   43.64|  -21.04|     79581| 6.30|243.55658859|+05.90189736|   1.148|
|  -99.76|   14.65|     43813| 3.11|133.84868687|+05.94552770|   0.978|
|    6.57|  -32.45|     25813| 4.20|082.69603301|+05.94821792|  -0.143|
|   29.95|  -55.54|     62376| 6.31|191.75953626|+05.95050840|  -0.013|
| -117.36| -119.06|    104101| 5.94|316.36162027|+05.95848857|   0.538|
|   -2.92|    1.72|     48519| 5.90|148.42886212|+05.95856912|   1.662|
|    5.52|   -1.63|     18907| 3.91|060.78907003|+05.98930909|   0.032|
|    8.81|  -13.01|    102633| 5.57|311.95136711|+06.00824104|  -0.010|
|   10.79|  -13.10|     29509| 6.45|093.24819350|+06.01628978|   1.621|
|  -91.76|  -12.83|     55434| 4.05|170.28436733|+06.02935289|  -0.058|
|   37.24|  -67.99|     18481| 6.09|059.25706793|+06.04013209|   0.058|
|   20.61|  -15.61|     17563| 5.34|056.41846008|+06.05002905|  -0.099|
|   -0.79|  -17.38|     29728| 6.07|093.91740586|+06.06620795|  -0.124|
|   -9.02|  -78.34|     94068| 5.23|287.24965607|+06.07339716|   0.346|
| -127.82|   69.89|     87558| 5.77|268.30941640|+06.10125423|   0.425|
|  -51.03|  -22.24|     53824| 4.98|165.18680144|+06.10150342|   0.166|
|   51.42|   -3.79|     12447| 6.26|040.06526184|+06.11195277|   0.397|
|  -13.06|  -44.79|     20268| 5.76|065.17188935|+06.13090686|   0.914|
|   -1.84|    0.68|     31646| 6.05|099.35017866|+06.13538051|   0.018|
|  293.23|  -46.36|      7007| 4.84|022.54559597|+06.14393314|   1.372|
|  -22.45|   -5.48|     53449| 5.91|164.00617929|+06.18538415|   1.256|
| -109.37| -108.35|     19859| 6.32|063.87027030|+06.18712133|   0.570|
|   42.38|  -16.79|     16358| 5.93|052.68914607|+06.18874381|   0.953|
|   -1.25|  -23.26|     90497| 5.71|276.99489066|+06.19416039|  -0.034|
|  281.96|   31.23|    109427| 3.52|332.54924902|+06.19778900|   0.086|
|   -9.40| -107.16|     93138| 6.22|284.59879391|+06.24018925|   0.478|
|    0.89|   -6.98|     88213| 6.36|270.22024348|+06.26831149|  -0.104|
|   -2.97|   -3.22|     86575| 5.97|265.38468625|+06.31316423|   1.271|
|    0.81|    2.35|     32067| 6.36|100.49679354|+06.34541897|  -0.084|
|   -8.75|  -13.28|     25336| 1.64|081.28278416|+06.34973451|  -0.224|
| -511.29| -109.99|     67246| 6.33|206.73925975|+06.35064241|   0.630|
|   -6.77|  -36.58|     52660| 6.38|161.52368605|+06.37327206|   1.121|
| -123.83|  -43.26|    115830| 4.27|351.99236589|+06.37909727|   1.062|
|  258.17| -746.68|     79137| 5.93|242.29609713|+06.38050993|   0.988|
|   46.35| -481.32|     98036| 3.71|298.82819233|+06.40793334|   0.855|
|  -23.43|  -17.03|     16695| 6.49|053.70456368|+06.41773268|   0.642|
| -231.04|  -40.17|     43109| 3.38|131.69435930|+06.41890691|   0.685|
|  134.66|   44.14|     77070| 2.63|236.06664914|+06.42551971|   1.167|
|    4.05|  -22.20|     27386| 5.26|087.00096600|+06.45421020|   0.234|
|   -9.72|  -19.17|     74695| 6.47|228.97321305|+06.46488638|   1.308|
|   20.08|   -5.29|      4655| 6.14|014.95697840|+06.48323806|   1.654|
|   19.79|   -1.65|     87866| 6.28|269.23318538|+06.48773401|  -0.015|
|  -19.65| -180.02|     57380| 4.04|176.46487734|+06.52981394|   1.501|
|    7.60|   -2.80|     18089| 5.66|058.00093529|+06.53491424|   0.046|
|  -16.27|  -98.74|     50851| 6.06|155.75190360|+06.54288350|   1.119|
|    4.50|   -3.46|    106103| 6.41|322.39372478|+06.58138694|   1.179|
|   -0.25|  -29.71|     58590| 4.65|180.21829289|+06.61439464|   0.122|
|    6.02|  -88.83|     92872| 5.58|283.86434313|+06.61550576|   1.041|
|  -28.43|    7.44|    113904| 6.42|346.00331290|+06.61632017|   0.417|
|   57.92|   -2.09|    106783| 6.19|324.43171388|+06.61839615|   0.046|
| -134.77| -131.00|     42172| 5.91|128.96272402|+06.62053814|   0.530|
|   -8.09|   -1.26|     14915| 5.55|048.10987466|+06.66088598|   1.011|
|  -30.62| -144.29|     91237| 5.43|279.16288632|+06.67215598|   0.386|
|    5.68|  -24.03|     47943| 5.80|146.54183697|+06.70861426|   1.639|
|   14.53|    0.70|    108612| 6.00|330.03299605|+06.71743570|  -0.112|
|   14.42|  -10.26|      3697| 5.98|011.84843074|+06.74098135|   0.941|
|   -1.82|  -55.42|     17595| 5.91|056.53901620|+06.80365522|   0.992|
|  -71.67|  -11.15|     61968| 5.57|190.48816539|+06.80664416|   0.002|
|   52.66|   11.15|    105570| 5.16|320.72325739|+06.81111338|   0.064|
|  -70.26|   11.03|     47205| 5.00|144.30295211|+06.83577519|   1.051|
|  148.49| -112.16|    118268| 4.03|359.82750994|+06.86359373|   0.419|
|   79.36|   14.05|    108090| 6.14|328.49050038|+06.86477025|   0.786|
|    9.64|  -32.53|     25453| 6.41|081.66176734|+06.86873694|  -0.023|
| 1806.27| 1442.50|     12114| 5.79|039.01596864|+06.88336423|   0.918|
|   -3.38|  -44.85|     36265| 5.22|112.00865288|+06.94207694|   0.221|
|    4.57|   14.72|     80351| 5.83|246.04511352|+06.94817146|   0.018|
| -100.19|   56.60|     51775| 5.07|158.70030655|+06.95361136|   0.921|
|   45.91|    3.54|      2548| 5.69|008.09897908|+06.95545461|  -0.014|
|  463.44|   11.62|     22449| 3.19|072.45890935|+06.96124744|   0.484|
|   -9.93|    1.66|    104357| 6.14|317.11727171|+06.98935404|   1.669|
|  -13.62|  -24.67|      5824| 6.04|018.67666596|+06.99519610|   1.081|
|   21.77|  -18.26|    117927| 6.22|358.78241335|+07.07101644|  -0.066|
|    2.85|   -1.49|     30541| 6.26|096.30416365|+07.08571682|   0.850|
|   29.12|   -0.01|     97970| 6.14|298.66743028|+07.14035304|   0.043|
|   61.20|  -59.18|     35509| 5.91|109.94837319|+07.14309133|   0.537|
|    3.42|    4.89|     65862| 6.18|202.50032849|+07.17884139|   1.471|
|  -11.96|  -10.26|     38945| 6.42|119.52459597|+07.21355485|  -0.031|
|   51.83|   -8.98|     82402| 5.48|252.58062783|+07.24770528|   0.108|
|  -27.64|  -40.94|    116918| 5.89|355.48627544|+07.25064591|   0.101|
|  -45.38|    1.96|     89772| 5.41|274.78984693|+07.25976189|   1.084|
|   14.24|   12.97|     98823| 5.51|301.03461172|+07.27793427|   1.063|
|   -9.32|    1.43|     44406| 5.85|135.68676211|+07.29826333|   1.100|
|  111.61|    3.41|      3760| 5.92|012.07226858|+07.29991977|   1.104|
|   -8.81|   -7.77|     33644| 6.34|104.83408286|+07.31698612|  -0.106|
|   -3.89|   -5.80|     31216| 4.47|098.22595658|+07.33297921|   0.023|
| -344.41|  -47.40|     54182| 4.62|166.25512463|+07.33612254|   0.332|
|  -29.32|  -67.77|    113465| 6.35|344.67768044|+07.34023912|   0.052|
| -225.51|  -68.52|     77257| 4.42|236.61144121|+07.35323973|   0.604|
|   41.25|  -17.88|    105413| 5.81|320.27000230|+07.35454610|   1.663|
|   -2.13|  -45.82|     91523| 6.26|279.96499361|+07.35870967|   0.962|
|  212.76| -155.39|     96229| 4.45|293.52178228|+07.37931918|   1.176|
|   27.33|   10.86|     27989| 0.45|088.79287161|+07.40703634|   1.500|
|    6.69|  -33.29|     34387| 5.74|106.95618723|+07.47129491|   1.176|
|   -9.73| -124.49|     12022| 6.17|038.76724805|+07.47129568|   1.053|
|   48.10|    6.98|    103652| 5.98|315.01647457|+07.51617986|   0.283|
|  -28.04|  -56.51|    107271| 6.47|325.91577250|+07.52879415|   1.114|
|   11.39|  -14.74|     26487| 5.87|084.50463493|+07.54145541|  -0.061|
|  -38.49|  -17.43|     68687| 6.25|210.90328677|+07.54621276|   0.927|
|  -33.74|   -9.57|     41325| 5.13|126.47828013|+07.56452889|   0.934|
|  -16.76|   -7.43|     31385| 6.44|098.69303336|+07.57249971|  -0.010|
|  141.66|  -55.62|      5737| 5.21|018.43250986|+07.57548895|   0.320|
|  154.42|  -47.11|      5743| 6.44|018.43822840|+07.57837574|   0.492|
|   83.14|  -50.48|      3786| 4.44|012.17039736|+07.58520186|   1.500|
|    0.02|   -7.82|     85333| 6.01|261.57920731|+07.59566929|   0.592|
|  -20.97|   10.66|     61103| 6.05|187.83928382|+07.60428312|   1.523|
|   53.84|    0.10|     97229| 5.89|296.41631572|+07.61315784|   0.180|
|  -30.69|  -21.19|     33584| 6.25|104.66221582|+07.62235151|   0.105|
| -108.93|    4.53|     62267| 5.22|191.40467529|+07.67331477|   0.322|
|   87.68|  -41.53|     12272| 6.40|039.50292393|+07.69537660|   0.431|
|   -3.99|    4.45|     19719| 5.29|063.38794242|+07.71603410|   0.366|
|  -56.19|  -21.21|     12148| 5.81|039.14626535|+07.73007761|   1.040|
|   29.54|   -0.24|      9706| 6.44|031.21246935|+07.73566461|   1.114|
|  -21.74|  -27.14|     22834| 5.33|073.69914124|+07.77916325|   1.214|
|    4.49|    9.13|      7505| 6.39|024.18134717|+07.83150675|   1.605|
|   26.21|   12.43|    102819| 6.32|312.45101900|+07.86415480|   0.019|
|   91.87|   -4.56|     21670| 5.38|069.77542864|+07.87098753|   0.257|
|  -80.57|   25.88|      4906| 4.27|015.73606615|+07.89007256|   0.952|
|   33.07|   13.56|     84113| 6.34|257.93841699|+07.89472891|   1.040|
|   -1.08|   -3.96|     97607| 6.49|297.57283311|+07.90242825|  -0.086|
|  -92.81|  -42.94|     22938| 6.42|074.03760210|+07.90480028|   0.415|
|  110.79|   -8.59|      6868| 6.22|022.09520584|+07.96137392|   1.114|
|   23.64|    2.20|     35120| 5.78|108.91423401|+07.97773709|   1.537|
|  -29.71|  -28.74|     42462| 6.46|129.85238915|+08.01767028|   1.080|
|   -4.24|   -7.39|     90313| 5.64|276.41167222|+08.03202440|   0.884|
|  -23.34|  -11.84|     32533| 4.77|101.83268467|+08.03728277|   1.396|
|  -30.06|  -22.11|     49029| 4.68|150.05343468|+08.04427686|   1.589|
|   46.23| -106.76|     54863| 5.79|168.50752833|+08.06095499|   1.128|
| -120.07| -103.31|     70414| 6.19|216.07641274|+08.08484609|   1.208|
|    7.55|    0.79|     78840| 6.27|241.40805867|+08.09624575|   0.084|
|   -3.37|    6.28|     56779| 5.24|174.61504009|+08.13428325|   1.499|
|  -10.21|    3.25|     71832| 4.86|220.41148550|+08.16175611|   0.992|
|   43.67|   21.60|    110341| 6.18|335.23238665|+08.18668942|   0.451|
|  -28.58|  -30.79|     46457| 5.72|142.12164079|+08.18837326|   1.045|
|   -4.50|    9.59|      1645| 5.38|005.14943435|+08.19024803|   1.343|
|    6.89|  -27.25|    106021| 6.39|322.10347396|+08.19571132|   1.640|
|  168.35|   27.98|     18975| 5.45|060.98543787|+08.19720135|   0.371|
|   18.89|  -31.62|      7243| 6.31|023.32611246|+08.20881472|   0.800|
|  -28.01|  -14.69|      1319| 6.12|004.14190528|+08.24018997|   0.919|
|   -6.18|  -14.32|     70384| 5.94|216.00366765|+08.24400431|   0.066|
|  -53.24|   12.14|     57562| 5.31|176.97888233|+08.24586534|   0.038|
|  -14.16|  -11.55|      9809| 6.27|031.55113149|+08.24814235|   1.636|
|   -7.35|   -2.77|    108699| 5.65|330.28849736|+08.25717124|   1.440|
|   59.66|  -22.80|     57328| 4.84|176.32085333|+08.25817475|   0.174|
|   -0.86|   -9.12|     90971| 6.42|278.34709587|+08.26827334|  -0.044|
|  -50.28|  -38.45|     36188| 2.89|111.78780121|+08.28940893|  -0.097|
|   17.59|  -27.03|     48876| 6.05|149.53175281|+08.31404459|   1.357|
|  -23.05|   -1.88|     33297| 6.28|103.89428792|+08.32428996|   0.037|
|    9.69|    3.96|     93488| 6.25|285.58983810|+08.37352914|   1.648|
|  -32.90|  -30.86|     33024| 5.75|103.20619730|+08.38044841|   0.270|
|   69.83|  -88.32|     13679| 5.97|044.05720205|+08.38177807|   0.478|
| -377.86|  -87.16|     66860| 6.16|205.55409628|+08.38860602|   0.418|
|   -2.20|   -2.97|     25041| 5.78|080.43150654|+08.42856342|  -0.114|
|   40.75|   16.94|    100953| 6.23|307.03131529|+08.43740668|   1.074|
|   13.08|  -42.11|     85450| 6.42|261.93362195|+08.44214144|   1.660|
|  -30.47|   15.53|     58110| 5.58|178.76313138|+08.44390534|   0.937|
|  -75.28|   -9.56|     70327| 4.86|215.84475026|+08.44664037|   0.010|
|   26.80|    2.64|     83342| 6.33|255.49566563|+08.45066223|   0.091|
|    6.45|  -14.42|     42049| 6.04|128.55561363|+08.45237417|   0.332|
|   41.72|  -14.46|     11484| 4.30|037.03965786|+08.46008870|  -0.053|
|  101.43|  -81.28|     97938| 4.71|298.56175736|+08.46165027|   1.023|
|   -3.40|   73.32|     14607| 6.28|047.16163978|+08.47089130|   1.026|
|  -93.55|  -47.50|       194| 5.70|000.62398938|+08.48557854|   0.315|
|   34.96|  -59.49|     23879| 5.33|076.97030487|+08.49857348|   0.338|
|  -13.62|   -6.16|     79072| 5.69|242.11701282|+08.53432477|   1.575|
|   26.08|  -10.32|    109939| 6.21|333.99922011|+08.54959901|   0.019|
|   11.14|  -13.96|     98526| 5.90|300.24571281|+08.55776880|   1.529|
| -141.20| -114.26|     10212| 5.64|032.83817716|+08.57008262|   0.569|
|    2.30|   -0.64|     77910| 6.28|238.66780783|+08.58033887|   0.171|
|   -2.86|   15.67|     82073| 5.15|251.45788751|+08.58257816|   1.535|
|   -4.99|   -6.76|     32463| 5.92|101.63507823|+08.58716910|  -0.173|
|    3.43|   -5.46|     20715| 6.06|066.58792035|+08.59028189|  -0.010|
|   22.23|  -11.21|     60804| 6.36|186.92528655|+08.61037129|   0.935|
|  -30.26|  -29.91|     79086| 6.47|242.15220976|+08.61324825|   1.418|
|   -3.43|  -23.23|     38868| 6.03|119.31617316|+08.64127641|   1.000|
|  -52.74|   -5.56|     51802| 5.67|158.75912532|+08.65043904|   0.059|
|    3.71|   -4.52|    114347| 5.05|347.38106177|+08.67717165|   1.484|
|   -8.93|   -5.05|    114520| 5.15|347.93414513|+08.72012785|   0.139|
|   37.30|  -17.50|     97144| 6.43|296.17197869|+08.72658032|   0.940|
| -220.32|   57.52|     58948| 4.12|181.30279000|+08.73284563|   0.967|
|    9.79|   30.24|     88765| 4.64|271.82647643|+08.73379361|   0.951|
|   68.29|    1.86|      7819| 6.34|025.14535993|+08.76076486|   0.401|
|   10.54|  -38.65|     51008| 5.61|156.31328707|+08.78493853|   1.630|
|   81.88|   29.03|    113186| 4.91|343.80676809|+08.81609536|  -0.003|
|   97.67|  -24.96|      1196| 6.02|003.74492370|+08.82102280|   0.312|
|  -26.23|  -14.40|     10324| 4.36|033.25004577|+08.84675230|   0.878|
|    4.22|   -6.91|     85139| 5.77|260.99005723|+08.85258733|   1.251|
|   -6.92|  -89.51|     38712| 5.86|118.88099024|+08.86305710|   0.369|
|  -13.49|   -6.50|     40617| 6.28|124.38191524|+08.86632545|   0.980|
|  536.82|  385.54|     97649| 0.76|297.69450860|+08.86738491|   0.221|
|  -58.37|    5.99|     56756| 6.18|174.54110656|+08.88377717|   1.081|
|  -10.76|   -9.00|     30448| 6.24|096.00954036|+08.88503625|  -0.060|
|   20.39|  -21.75|     19860| 4.27|063.88352173|+08.89240989|  -0.054|
|   32.96|   -1.19|     68498| 5.98|210.33504074|+08.89490924|   0.089|
|   -0.87|  -31.57|     22509| 4.35|072.65300943|+08.90025258|   0.010|
|    9.22|  -14.92|     13954| 4.71|044.92873469|+08.90740111|  -0.109|
|   -1.32|   24.20|     39271| 6.22|120.46137519|+08.91393208|   0.570|
|  -59.29|   10.76|     36284| 4.33|112.04095607|+08.92550376|   1.425|
|  -84.71|   20.41|     48734| 5.85|149.10844321|+08.93310774|   1.129|
|   -0.59|   -2.28|     26414| 6.11|084.33046034|+08.95188007|  -0.170|
|   -0.87|   -4.11|       186| 6.33|000.60069792|+08.95683360|   0.182|
|  -74.25|  -80.31|     15900| 3.61|051.20349011|+09.02906504|   0.887|
|    1.35|  -41.96|     29982| 6.24|094.66813687|+09.04728472|   0.870|
|   40.40|    2.71|     46454| 5.40|142.11407050|+09.05677114|   0.605|
|   -6.29| -133.88|     91217| 5.38|279.11598380|+09.12281663|   0.387|
|   51.63|  -20.51|    110986| 5.60|337.28313545|+09.12908395|   1.578|
|  -23.58|    3.06|     34002| 5.96|105.82470567|+09.13834729|   0.126|
|   70.82|   38.99|      8198| 4.26|026.34828629|+09.15764102|   0.942|
|  -46.80|  -48.65|     40526| 3.53|124.12895101|+09.18566295|   1.481|
|   41.94|  -14.99|     34215| 5.78|106.41250410|+09.18583678|   1.513|
|   -9.42|  -30.60|     19740| 4.84|063.48496228|+09.26389844|   0.799|
|   -2.95|   -8.65|     36041| 4.99|111.41207798|+09.27611835|   0.991|
|   96.84| -304.18|     26366| 4.09|084.22637775|+09.29141200|   0.951|
|   -5.57|   -3.59|     51624| 3.84|158.20281305|+09.30659431|  -0.148|
|   -9.84|  -65.52|    117628| 5.77|357.83856042|+09.31350996|   1.661|
|  396.72| -147.73|    113445| 6.43|344.64519627|+09.35721774|   0.640|
|   32.55|  -49.15|     16511| 5.76|053.14970799|+09.37355768|  -0.072|
| -293.03|   -9.70|     83000| 3.19|254.41779418|+09.37505626|   1.160|
|   -9.16|   -5.75|     44010| 6.19|134.42512167|+09.38777759|   0.984|
|   46.58|   28.37|     99158| 6.43|301.95975060|+09.39976375|   0.463|
|    6.73|  -12.76|    114144| 4.54|346.75106602|+09.40952259|   1.559|
|   -6.14|  -22.96|     21269| 6.01|068.45074507|+09.41362272|   1.061|
| -334.51|  190.70|     64792| 5.19|199.19463902|+09.42369300|   0.585|
|  -21.02|   -6.65|     20522| 5.10|065.96599009|+09.46098377|   0.074|
|   -5.61| -382.35|     23852| 6.15|076.90965166|+09.47270928|   0.625|
|   -1.24|   -2.49|     26176| 4.39|083.70515764|+09.48958528|  -0.157|
|    0.32|   -9.91|     28110| 5.97|089.11681496|+09.50941963|  -0.038|
|  -33.29|  -64.54|     27280| 5.78|086.71731027|+09.52249963|   0.888|
|  278.73| -455.04|     62325| 5.65|191.59324849|+09.54078962|   0.989|
|  -61.60|   79.71|     88771| 3.71|271.83758610|+09.56365345|   0.159|
|   -2.17|    2.01|     11603| 6.09|037.39732674|+09.56562436|   1.022|
|    6.63|   -9.77|     85998| 5.80|263.65287832|+09.58672378|   0.040|
|    2.86|  -37.46|     94916| 6.31|289.71979820|+09.61816161|   1.065|
|    7.38|  -21.73|     97697| 6.25|297.82386363|+09.62994013|   0.102|
|   14.19|  -37.44|     28614| 4.12|090.59579323|+09.64736756|   0.170|
|  -27.15|   -6.77|     42265| 5.92|129.27410956|+09.65559645|   0.083|
|   89.12|  -11.16|    116768| 5.99|354.97911505|+09.67732079|   0.212|
| -188.93|  -70.10|     68594| 6.18|210.63315739|+09.68626604|   0.853|
|   -8.89|  -12.96|     46774| 5.07|142.98992745|+09.71579820|   1.364|
|   53.61|  -38.12|     16083| 3.73|051.79217049|+09.73277240|  -0.082|
|    7.84|    5.37|     83677| 6.38|256.54017278|+09.73385520|   1.458|
|    7.85|   -6.27|     51213| 6.01|156.91244127|+09.76241140|  -0.043|
|   -6.92|  -15.99|     40085| 6.08|122.81918033|+09.82126887|  -0.104|
